0, 0, Header, 1, 3, 240
1, 0, Start_track
1, 0, Copyright_t, "Created with TablEdit http://www.tabledit.com/"
1, 0, Title_t, "Birdland by Weather Report - Solo Arrangement for m3guitar.com"
1, 0, Tempo, 428571
1, 0, Time_signature, 4, 2, 36, 8
1, 0, Key_signature, 0, "major"
1, 3840, Time_signature, 4, 2, 36, 8
1, 3840, Key_signature, 0, "major"
1, 3840, End_track
2, 0, Start_track
2, 0, Title_t, "M3-6"
2, 0, Program_c, 0, 27
2, 0, Program_c, 1, 27
2, 0, Program_c, 2, 27
2, 0, Program_c, 3, 27
2, 0, Program_c, 4, 27
2, 0, Program_c, 5, 27
2, 0, Control_c, 0, 101, 0
2, 0, Control_c, 0, 100, 0
2, 0, Control_c, 0, 6, 8
2, 0, Control_c, 0, 101, 127
2, 0, Control_c, 0, 100, 127
2, 0, Pitch_bend_c, 0, 8192
2, 0, Control_c, 1, 101, 0
2, 0, Control_c, 1, 100, 0
2, 0, Control_c, 1, 6, 8
2, 0, Control_c, 1, 101, 127
2, 0, Control_c, 1, 100, 127
2, 0, Pitch_bend_c, 1, 8192
2, 0, Control_c, 2, 101, 0
2, 0, Control_c, 2, 100, 0
2, 0, Control_c, 2, 6, 8
2, 0, Control_c, 2, 101, 127
2, 0, Control_c, 2, 100, 127
2, 0, Pitch_bend_c, 2, 8192
2, 0, Control_c, 3, 101, 0
2, 0, Control_c, 3, 100, 0
2, 0, Control_c, 3, 6, 8
2, 0, Control_c, 3, 101, 127
2, 0, Control_c, 3, 100, 127
2, 0, Pitch_bend_c, 3, 8192
2, 0, Control_c, 4, 101, 0
2, 0, Control_c, 4, 100, 0
2, 0, Control_c, 4, 6, 8
2, 0, Control_c, 4, 101, 127
2, 0, Control_c, 4, 100, 127
2, 0, Pitch_bend_c, 4, 8192
2, 0, Control_c, 5, 101, 0
2, 0, Control_c, 5, 100, 0
2, 0, Control_c, 5, 6, 8
2, 0, Control_c, 5, 101, 127
2, 0, Control_c, 5, 100, 127
2, 0, Pitch_bend_c, 5, 8192
2, 0, Control_c, 0, 10, 63
2, 0, Control_c, 1, 10, 63
2, 0, Control_c, 2, 10, 63
2, 0, Control_c, 3, 10, 63
2, 0, Control_c, 4, 10, 63
2, 0, Control_c, 5, 10, 63
2, 0, Control_c, 0, 7, 127
2, 0, Control_c, 1, 7, 127
2, 0, Control_c, 2, 7, 127
2, 0, Control_c, 3, 7, 127
2, 0, Control_c, 4, 7, 127
2, 0, Control_c, 5, 7, 127
2, 0, Control_c, 9, 7, 127
2, 0, Control_c, 0, 93, 0
2, 0, Control_c, 0, 91, 0
2, 0, Control_c, 1, 93, 0
2, 0, Control_c, 1, 91, 0
2, 0, Control_c, 2, 93, 0
2, 0, Control_c, 2, 91, 0
2, 0, Control_c, 3, 93, 0
2, 0, Control_c, 3, 91, 0
2, 0, Control_c, 4, 93, 0
2, 0, Control_c, 4, 91, 0
2, 0, Control_c, 5, 93, 0
2, 0, Control_c, 5, 91, 0
2, 0, Note_on_c, 4, 47, 95
2, 480, Note_off_c, 4, 47, 100
2, 480, Note_on_c, 4, 48, 95
2, 840, Note_off_c, 4, 48, 100
2, 840, Note_on_c, 3, 50, 95
2, 1920, Note_off_c, 3, 50, 100
2, 1920, Note_on_c, 4, 47, 95
2, 2400, Note_off_c, 4, 47, 100
2, 2400, Note_on_c, 4, 48, 95
2, 2640, Note_off_c, 4, 48, 100
2, 2640, Note_on_c, 3, 50, 95
2, 2760, Note_off_c, 3, 50, 100
2, 2760, Note_on_c, 2, 55, 95
2, 3840, Note_off_c, 2, 55, 100
2, 3840, Note_on_c, 4, 47, 95
2, 4320, Note_off_c, 4, 47, 100
2, 4320, Note_on_c, 4, 48, 95
2, 4680, Note_off_c, 4, 48, 100
2, 4680, Note_on_c, 3, 50, 95
2, 5760, Note_off_c, 3, 50, 100
2, 5760, Note_on_c, 4, 47, 95
2, 6240, Note_off_c, 4, 47, 100
2, 6240, Note_on_c, 4, 48, 95
2, 6480, Note_off_c, 4, 48, 100
2, 6480, Note_on_c, 3, 50, 95
2, 6600, Note_off_c, 3, 50, 100
2, 6600, Note_on_c, 2, 55, 95
2, 6720, Note_off_c, 2, 55, 100
2, 6840, Note_on_c, 2, 55, 95
2, 7560, Note_off_c, 2, 55, 100
2, 7560, Note_on_c, 2, 58, 95
2, 7680, Note_off_c, 2, 58, 100
2, 7800, Note_on_c, 4, 47, 95
2, 7920, Note_off_c, 4, 47, 100
2, 7920, Note_on_c, 2, 58, 95
2, 8040, Note_off_c, 2, 58, 100
2, 8040, Note_on_c, 2, 57, 95
2, 8160, Note_off_c, 2, 57, 100
2, 8160, Note_on_c, 2, 55, 95
2, 8280, Note_off_c, 2, 55, 100
2, 8280, Note_on_c, 4, 48, 95
2, 8400, Note_off_c, 4, 48, 100
2, 8400, Note_on_c, 3, 52, 95
2, 8520, Note_off_c, 3, 52, 100
2, 8520, Note_on_c, 2, 55, 95
2, 8880, Note_off_c, 2, 55, 100
2, 8880, Note_on_c, 4, 50, 95
2, 9120, Note_off_c, 4, 50, 100
2, 9120, Note_on_c, 2, 55, 95
2, 9360, Note_off_c, 2, 55, 100
2, 9360, Note_on_c, 2, 57, 95
2, 9480, Note_off_c, 2, 57, 100
2, 9480, Note_on_c, 2, 58, 95
2, 9840, Note_off_c, 2, 58, 100
2, 9840, Note_on_c, 2, 57, 95
2, 10080, Note_off_c, 2, 57, 100
2, 10080, Note_on_c, 2, 55, 95
2, 10320, Note_off_c, 2, 55, 100
2, 10320, Note_on_c, 3, 52, 95
2, 10440, Note_off_c, 3, 52, 100
2, 10440, Note_on_c, 3, 50, 95
2, 10560, Note_off_c, 3, 50, 100
2, 10680, Note_on_c, 2, 55, 95
2, 10800, Note_off_c, 2, 55, 100
2, 10920, Note_on_c, 5, 43, 95
2, 11520, Note_off_c, 5, 43, 100
2, 11520, Note_on_c, 1, 58, 95
2, 11640, Note_off_c, 1, 58, 100
2, 11640, Note_on_c, 1, 60, 95
2, 11760, Note_off_c, 1, 60, 100
2, 11760, Note_on_c, 1, 58, 95
2, 11880, Note_off_c, 1, 58, 100
2, 11880, Note_on_c, 4, 47, 95
2, 12000, Note_off_c, 4, 47, 100
2, 12000, Note_on_c, 2, 55, 95
2, 12120, Note_off_c, 2, 55, 100
2, 12120, Note_on_c, 3, 50, 95
2, 12240, Note_off_c, 3, 50, 100
2, 12240, Note_on_c, 3, 52, 95
2, 12360, Note_off_c, 3, 52, 100
2, 12360, Note_on_c, 2, 55, 95
2, 12720, Note_off_c, 2, 55, 100
2, 12720, Note_on_c, 4, 48, 95
2, 12960, Note_off_c, 4, 48, 100
2, 12960, Note_on_c, 2, 55, 95
2, 13200, Note_off_c, 2, 55, 100
2, 13200, Note_on_c, 2, 57, 95
2, 13320, Note_off_c, 2, 57, 100
